"","id","accession","synonyms","category","disease","origin","geo","encode","omics"
"7677","QIMR-SB2b","CVCL_VS52","SB2b; QIMR-B010","Cancer cell line","NCIt; C3058; Glioblastoma|ORDO; Orphanet_360; Glioblastoma","","GSM3347678",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|Deep exome analysis"
"7678","QIMR-SJH1","CVCL_VS53","SJH1; QIMR-B011","Cancer cell line","NCIt; C3058; Glioblastoma|ORDO; Orphanet_360; Glioblastoma","","GSM3347679",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|Deep exome analysis"
"7679","QIMR-WIL","CVCL_1645","QIMRWIL; WIL","Cancer cell line","NCIt; C9154; Adult acute myeloid leukemia|ORDO; Orphanet_519; Acute myeloid leukemia","","GSM1670356",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7680","QIMR-WK1","CVCL_VS54","WK1; QIMR-B012","Cancer cell line","NCIt; C3058; Glioblastoma|ORDO; Orphanet_360; Glioblastoma","","GSM3347680",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|Deep exome analysis"
"7681","RadC1","CVCL_HC20","","Transformed cell line","","","GSM29881|GSM29882|GSM29883",NA,"Transcriptome analysis by microarray"
"7682","RadC10","CVCL_HC29","","Transformed cell line","","","GSM29908|GSM29909|GSM29910",NA,"Transcriptome analysis by microarray"
"7683","RadC11","CVCL_HC30","","Transformed cell line","","","GSM29955|GSM29956|GSM29957",NA,"Transcriptome analysis by microarray"
"7684","RadC12","CVCL_HC31","","Transformed cell line","","","GSM29958|GSM29959|GSM29960",NA,"Transcriptome analysis by microarray"
"7685","RadC13","CVCL_HC32","","Transformed cell line","","","GSM29961|GSM29962|GSM29963",NA,"Transcriptome analysis by microarray"
"7686","RadC2","CVCL_HC21","","Transformed cell line","","","GSM29884|GSM29885|GSM29886",NA,"Transcriptome analysis by microarray"
"7687","RadC3","CVCL_HC22","","Transformed cell line","","","GSM29887|GSM29888|GSM29889",NA,"Transcriptome analysis by microarray"
"7688","RadC4","CVCL_HC23","","Transformed cell line","","","GSM29890|GSM29891|GSM29892",NA,"Transcriptome analysis by microarray"
"7689","RadC5","CVCL_HC24","","Transformed cell line","","","GSM29893|GSM29894|GSM29895",NA,"Transcriptome analysis by microarray"
"7690","RadC6","CVCL_HC25","","Transformed cell line","","","GSM29896|GSM29897|GSM29898",NA,"Transcriptome analysis by microarray"
"7691","RadC7","CVCL_HC26","","Transformed cell line","","","GSM29899|GSM29900|GSM29901",NA,"Transcriptome analysis by microarray"
"7692","RadC8","CVCL_HC27","","Transformed cell line","","","GSM29902|GSM29903|GSM29904",NA,"Transcriptome analysis by microarray"
"7693","RadC9","CVCL_HC28","","Transformed cell line","","","GSM29905|GSM29906|GSM29907",NA,"Transcriptome analysis by microarray"
"7694","RadS1","CVCL_HC33","","Transformed cell line","NCIt; C27962; Radiation toxicity","","GSM29964|GSM29965|GSM29966",NA,"Transcriptome analysis by microarray"
"7695","RadS10","CVCL_HC42","","Transformed cell line","NCIt; C27962; Radiation toxicity","","GSM29991|GSM29992|GSM29993",NA,"Transcriptome analysis by microarray"
"7696","RadS11","CVCL_HC43","","Transformed cell line","NCIt; C27962; Radiation toxicity","","GSM29994|GSM29995|GSM29996",NA,"Transcriptome analysis by microarray"
"7697","RadS12","CVCL_HC44","","Transformed cell line","NCIt; C27962; Radiation toxicity","","GSM29997|GSM29998|GSM29999",NA,"Transcriptome analysis by microarray"
"7698","RadS13","CVCL_HC45","","Transformed cell line","NCIt; C27962; Radiation toxicity","","GSM30000|GSM30001|GSM30002",NA,"Transcriptome analysis by microarray"
"7699","RadS14","CVCL_HC46","","Transformed cell line","NCIt; C27962; Radiation toxicity","","GSM30003|GSM30004|GSM30005",NA,"Transcriptome analysis by microarray"
"7700","RadS2","CVCL_HC34","","Transformed cell line","NCIt; C27962; Radiation toxicity","","GSM29967|GSM29968|GSM29969",NA,"Transcriptome analysis by microarray"
"7701","RadS3","CVCL_HC35","","Transformed cell line","NCIt; C27962; Radiation toxicity","","GSM29970|GSM29971|GSM29972",NA,"Transcriptome analysis by microarray"
"7702","RadS4","CVCL_HC36","","Transformed cell line","NCIt; C27962; Radiation toxicity","","GSM29973|GSM29974|GSM29975",NA,"Transcriptome analysis by microarray"
"7703","RadS5","CVCL_HC37","","Transformed cell line","NCIt; C27962; Radiation toxicity","","GSM29976|GSM29977|GSM29978",NA,"Transcriptome analysis by microarray"
"7704","RadS6","CVCL_HC38","","Transformed cell line","NCIt; C27962; Radiation toxicity","","GSM29979|GSM29980|GSM29981",NA,"Transcriptome analysis by microarray"
"7705","RadS7","CVCL_HC39","","Transformed cell line","NCIt; C27962; Radiation toxicity","","GSM29982|GSM29983|GSM29984",NA,"Transcriptome analysis by microarray"
"7706","RadS8","CVCL_HC40","","Transformed cell line","NCIt; C27962; Radiation toxicity","","GSM29985|GSM29986|GSM29987",NA,"Transcriptome analysis by microarray"
"7707","RadS9","CVCL_HC41","","Transformed cell line","NCIt; C27962; Radiation toxicity","","GSM29988|GSM29989|GSM29990",NA,"Transcriptome analysis by microarray"
"7708","Raji","CVCL_0511","RAJI; P1-Raji; GM04671","Cancer cell line","NCIt; C27694; EBV-related Burkitt lymphoma|ORDO; Orphanet_543; Burkitt lymphoma","","GSM33154|GSM99387|GSM887523|GSM888605|GSM1374840|GSM1374841|GSM1374842|GSM1602232|GSM1602233|GSM1602234|GSM1602235|GSM1602236|GSM1602237|GSM1602238|GSM1602241|GSM1602242|GSM1602243|GSM1602244|GSM1670357|GSM3150253","ENCBS260AAA","Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|H3K4me3 ChIP-seq epigenome analysis|DNA methylation analysis|H3K27ac ChIP-seq epigenome analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|Virome analysis using RNAseq"
"7709","Ramos","CVCL_0597","RAMOS; Ramos 1; RA 1; RA.1; Ra #1; Ra No. 1; Ramos(RA1); Ramos-RA1; Ramos (RA 1); Ramos (RA #1); Ramos (RA)","Cancer cell line","NCIt; C2912; Burkitt lymphoma|ORDO; Orphanet_543; Burkitt lymphoma","","GSM987747|GSM987748|GSM987749|GSM99388|GSM1374843|GSM1374844|GSM3150254",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Deep proteome analysis|Protein expression by reverse-phase protein arrays"
"7710","Ramos.2G6.4C10","CVCL_1646","RAMOS.2G6.4C10; Ramos-2G6-4C10; RAMOS-2G6-4C10; Ramos 2G6.4C10; Ramos 2G6 4C10; RAMOS2G64C10; Ramos.G6.C10; Ramos G6.C10","Cancer cell line","NCIt; C2912; Burkitt lymphoma|ORDO; Orphanet_543; Burkitt lymphoma","","GSM1670358",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7711","RB176","CVCL_WY54","","Finite cell line","NCIt; C7541; Retinoblastoma|ORDO; Orphanet_790; Retinoblastoma","","GSM1486289|GSM2043877",NA,"SNP array analysis"
"7712","RB247C","CVCL_2704","RB247c; RB247; RB 247; Rb247; RB247C-3; RB247C3; RB247c3","Cancer cell line","NCIt; C8713; Bilateral retinoblastoma|ORDO; Orphanet_790; Retinoblastoma","","GSM2043878",NA,"Transcriptome analysis by microarray"
"7713","RB381","CVCL_S625","RB 381; RB-381","Cancer cell line","NCIt; C7541; Retinoblastoma|ORDO; Orphanet_790; Retinoblastoma","","GSM2043879",NA,"Transcriptome analysis by microarray"
"7714","RB383","CVCL_S626","Rb383; RB 383","Cancer cell line","NCIt; C8714; Unilateral retinoblastoma|ORDO; Orphanet_790; Retinoblastoma","","GSM2043880",NA,"Transcriptome analysis by microarray"
"7715","RC-K8","CVCL_1883","RCK-8; RCK8; Rck8","Cancer cell line","NCIt; C36080; Diffuse large B-cell lymphoma germinal center B-cell type|ORDO; Orphanet_544; Diffuse large B-cell lymphoma","","GSM119551|GSM380142|GSM1035315|GSM1374845|GSM1670366",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|CNV analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|miRNA expression profiling"
"7716","RC2 100 3 Cr-1","CVCL_C933","100 3Cr-1; iPS AAT #100-3Cr-1; 100-3-Cr1; 100-3; PiZZ100","Induced pluripotent stem cell","NCIt; C84397; Alpha-1 antitrypsin deficiency|ORDO; Orphanet_60; Alpha-1 antitrypsin deficiency","","GSM4182788|GSM4182800|GSM4182812",NA,"Transcriptome analysis by RNAseq"
"7717","RCC-53","CVCL_C3HR","RCC53","Cancer cell line","NCIt; C4033; Clear cell renal cell carcinoma|ORDO; Orphanet_319276; Clear cell renal carcinoma","","GSE40301",NA,"Transcriptome analysis by microarray"
"7718","RCC10RGB","CVCL_1647","RCC-10RGB; RCC10 RGB; 10RGB; RGB; Hpt.10","Cancer cell line","NCIt; C9385; Renal cell carcinoma|ORDO; Orphanet_217071; Renal cell carcinoma","","GSM887524|GSM888606|GSM1670359",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7719","RCH-ACV","CVCL_1851","RCHACV; RCH","Cancer cell line","NCIt; C9140; Childhood B acute lymphoblastic leukemia|NCIt; C80347; B acute lymphoblastic leukemia with t(1;19)(q23;p13.3) E2A-PBX1 (TCF3-PBX1)|ORDO; Orphanet_585956; B-lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3)","CVCL_Y458 ! RCH-ADD","GSM887525|GSM888607|GSM931332|GSM931333|GSM931334|GSM1670365|GSM5137739|GSM5137765",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7720","RCM-1 [Human rectal adenocarcinoma]","CVCL_1648","RCM1","Cancer cell line","NCIt; C9383; Rectal adenocarcinoma","","GSM827229|GSM887526|GSM888608|GSM1374846|GSM1448098|GSM1670367",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|Deep proteome analysis|DNA methylation analysis|Deep quantitative proteome analysis|Deep quantitative phosphoproteome analysis"
"7721","RD","CVCL_1649","R D; RD-2; RD 2; 130T; 130-T; 130 T; TE-32; TE 32; TE32; TE 32.T; Te 32.T","Cancer cell line","NCIt; C8971; Embryonal rhabdomyosarcoma|ORDO; Orphanet_99757; Embryonal rhabdomyosarcoma","","GSM185149|GSM186446|GSM219726|GSM887528|GSM888610|GSM1012752|GSM1670368|GSM1676309|GSM1701643",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Exosome proteome analysis|DNA methylation analysis|Cell surface proteome|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"7722","RD-ES","CVCL_2169","RDES; RDES-1","Cancer cell line","NCIt; C4817; Ewing sarcoma|ORDO; Orphanet_319; Ewing sarcoma","","GSM393042|GSM510006|GSM887527|GSM888609|GSM1676310|GSM1701644",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Protein expression by reverse-phase protein arrays"
"7723","REC-1","CVCL_1884","Rec-1; REC 1; REC1; Rec1; rec1; REC","Cancer cell line","NCIt; C4337; Mantle cell lymphoma|ORDO; Orphanet_52416; Mantle cell lymphoma","","GSM95565|GSM95566|GSM95570|GSM104462|GSM104463|GSM115804|GSM155072|GSM155073|GSM155074|GSM629498|GSM629499|GSM887529|GSM888611|GSM1266771|GSM1266772|GSM2322622|GSM3150255",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|Virome analysis using RNAseq"
"7724","Reh","CVCL_1650","REH","Cancer cell line","NCIt; C9140; Childhood B acute lymphoblastic leukemia|NCIt; C80334; B lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1) ETV6-RUNX1|ORDO; Orphanet_585929; B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1)","","GSM236802|GSM236838|GSM482492|GSM499514|GSM499538|GSM499727|GSM499733|GSM887530|GSM888612|GSM931330|GSM931331|GSM1195448|GSM1374847|GSM1670369|GSM2373798|GSM2373799|GSM5137740|GSM5137741",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|shRNA library screening|Deep quantitative phosphoproteome analysis|Deep antibody staining analysis"
"7725","REP","CVCL_C3HU","","Transformed cell line","","CVCL_C3HV ! RVP","GSE59781",NA,"Transcriptome analysis by RNAseq"
"7726","RERF-GC-1B","CVCL_3152","RERFGC1B; RerfGC1B; Radiation Effects Research Foundation-Gastric Cancer-1B","Cancer cell line","NCIt; C4004; Gastric adenocarcinoma","","GSM552370|GSM827399|GSM887531|GSM888613|GSM1670370",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7727","RERF-LC-A1","CVCL_4402","RERF-LC-AI; RERF-LCAI; RERFLCAI; AOI; Radiation Effects Research Foundation-Lung Cancer-AI","Cancer cell line","NCIt; C3493; Lung squamous cell carcinoma","","GSM887534|GSM888616",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"7728","RERF-LC-Ad1","CVCL_1651","RERF-LC-AD1; RERFLCAD1; RERFLCAd1; Radiation Effects Research Foundation-Lung Cancer-Adenocarcinoma 1","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM274668|GSM887532|GSM888614",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"7729","RERF-LC-Ad2","CVCL_1652","RERF-LC-AD2; RERFLCAD2; RERFLCAd2; Radiation Effects Research Foundation-Lung Cancer-Adenocarcinoma 2","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM827564|GSM887533|GSM888615",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"7730","RERF-LC-FM","CVCL_1653","LC-FM; RERFLCFM; Radiation Effects Research Foundation-Lung Cancer-FM","Cancer cell line","NCIt; C4917; Lung small cell carcinoma|ORDO; Orphanet_70573; Small cell lung cancer","","GSM1670371",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis"
"7731","RERF-LC-KJ","CVCL_1654","RERFLCKJ; KJ; Radiation Effects Research Foundation-Lung Cancer-KJ","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM274674|GSM784282|GSM827375|GSM887535|GSM888617|GSM1670372",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7732","RERF-LC-MA","CVCL_3153","RERF-LCMA; LC-MA; LCMA; Radiation Effects Research Foundation-Lung Cancer-MA; Matsushima","Cancer cell line","NCIt; C3493; Lung squamous cell carcinoma","","GSM827581",NA,"SNP array analysis"
"7733","RERF-LC-MS","CVCL_1655","RERF-LCMS; RERFLCMS; LC-MS; LCMS; Radiation Effects Research Foundation-Lung Cancer-MS","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM274673|GSM827590|GSM887536|GSM888618|GSM1670373",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7734","RERF-LC-OK","CVCL_3154","RERF-LCOK; RERFLCOK; LC-OK; LCOK; Radiation Effects Research Foundation-Lung Cancer-OK","Cancer cell line","NCIt; C60781; Astrocytoma|ORDO; Orphanet_94; Astrocytoma","","GSM274667",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis"
"7735","RERF-LC-Sq1","CVCL_1656","RERF-LC-Sq-1; RERFLCSQ1; RERFLCSq1; Radiation Effects Research Foundation-Lung Cancer-Squamous 1","Cancer cell line","NCIt; C3493; Lung squamous cell carcinoma","","GSM827378|GSM887537|GSM888619|GSM1374848|GSM1670374",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7736","Res256","CVCL_DG09","RES256; Res 256; Res-256; R256","Cancer cell line","NCIt; C3222; Medulloblastoma|ORDO; Orphanet_616; Medulloblastoma","","GSM919365",NA,NA
"7737","RF-48","CVCL_1657","RF48","Cancer cell line","NCIt; C3208; Lymphoma","CVCL_3580 ! RF-1","GSM1670375",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7738","Rh18","CVCL_1659","RH18; RH-18; Rh-18; Rh 18; SJRH-18; SJRH18","Cancer cell line","NCIt; C3749; Alveolar rhabdomyosarcoma|ORDO; Orphanet_99756; Alveolar rhabdomyosarcoma","","GSM219745|GSM1670377|GSM1676325|GSM1701658",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Cell surface proteome|Deep quantitative proteome analysis"
"7739","Rh18c","CVCL_DG02","RH18C","Cancer cell line","NCIt; C3749; Alveolar rhabdomyosarcoma|ORDO; Orphanet_99756; Alveolar rhabdomyosarcoma","","GSM186447|GSM186448",NA,NA
"7740","Rh28","CVCL_8752","RH28; Rh-28; Rh 28; SJRH-28; SJRH 28; SJRH28","Cancer cell line","NCIt; C3749; Alveolar rhabdomyosarcoma|ORDO; Orphanet_99756; Alveolar rhabdomyosarcoma","CVCL_L415 ! Rh3","GSM1676332|GSM1701664",NA,"Transcriptome analysis by microarray|Deep exome analysis|Cell surface proteome|Protein expression by reverse-phase protein arrays"
"7741","Rh28/L-PAM","CVCL_Y584","Rh28 L-PAM; Rh28/LPAM; RH28/LPAM; Rh 28/LPAM; Rh28 PX11/LPAM; Rh-28 PX11/LPAM","Cancer cell line","NCIt; C3749; Alveolar rhabdomyosarcoma|ORDO; Orphanet_99756; Alveolar rhabdomyosarcoma","","GSM1676360|GSM1701690",NA,NA
"7742","Rh30","CVCL_0041","RH30; RH-30; Rh-30; RH30SJ; SJRH-30; SJRH30; SJ-RH30; SJ-Rh 30; SJRH 30; SJCRH30; RC13; RMS-13; RMS 13; RMS13","Cancer cell line","NCIt; C3749; Alveolar rhabdomyosarcoma|ORDO; Orphanet_99756; Alveolar rhabdomyosarcoma","","GSM186449|GSM186450|GSM186451|GSM186452|GSM219757|GSM887573|GSM888620|GSM888656|GSM1670425|GSM1676311|GSM1676315|GSM1701645|GSM1701649","ENCBS504BIZ|ENCBS516AAA|ENCBS517AAA","Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Exosome proteome analysis|DNA methylation analysis|Cell surface proteome|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|Deep antibody staining analysis"
"7743","Rh36","CVCL_M599","RH36; RH-36; Birch; BIRCH","Cancer cell line","NCIt; C8971; Embryonal rhabdomyosarcoma|ORDO; Orphanet_99757; Embryonal rhabdomyosarcoma","","GSM186453|GSM186454|GSM1676312|GSM1701646",NA,"Deep exome analysis|Exosome proteome analysis|Cell surface proteome|Protein expression by reverse-phase protein arrays"
"7744","Rh4","CVCL_5916","RH4; Rh-4; SJRH-4; SJRH4; SJ-RH4; SJ-Rh 4","Cancer cell line","NCIt; C3749; Alveolar rhabdomyosarcoma|ORDO; Orphanet_99756; Alveolar rhabdomyosarcoma","CVCL_2176 ! Rh41","GSM219756|GSM1012758",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Cell surface proteome"
"7745","Rh41","CVCL_2176","RH41; RH-41; Rh-41; SJ-Rh41","Cancer cell line","NCIt; C3749; Alveolar rhabdomyosarcoma|ORDO; Orphanet_99756; Alveolar rhabdomyosarcoma","CVCL_5916 ! Rh4","GSM219748|GSM887538|GSM888621|GSM1670378|GSM1676313|GSM1701647",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Exosome proteome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7746","Ri-1","CVCL_1885","RI-1; RI1; RIVA; Riva","Cancer cell line","NCIt; C36081; Diffuse large B-cell lymphoma activated B-cell type|ORDO; Orphanet_544; Diffuse large B-cell lymphoma","","GSM119557|GSM887539|GSM888622|GSM907521|GSM1035305|GSM1374849",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Protein expression by reverse-phase protein arrays|Virome analysis using RNAseq"
"7747","Rj2.2.5","CVCL_3414","RJ2.2.5; RJ-2.2.5; RJ 2.2.5; RJ2.25; Raji 2.2.5","Cancer cell line","NCIt; C27694; EBV-related Burkitt lymphoma|ORDO; Orphanet_543; Burkitt lymphoma","","GSM1602239|GSM1602240|GSM1602245|GSM1602246",NA,"H3K27ac ChIP-seq epigenome analysis"
"7748","RKN","CVCL_3156","","Cancer cell line","NCIt; C5234; Ovarian leiomyosarcoma|ORDO; Orphanet_64720; Leiomyosarcoma","","GSM827213|GSM887540|GSM888623|GSM1670379",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis|shRNA library screening"
"7749","RKO","CVCL_0504","","Cancer cell line","NCIt; C4910; Colon carcinoma","","GSM206538|GSM274765|GSM274766|GSM383863|GSM741254|GSM844676|GSM887541|GSM888624|GSM1346884|GSM1374850|GSM1374851|GSM1374852|GSM1448132|GSM1670380|GSM2550011","ENCBS740UAH|ENCBS954LTA","Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|Deep proteome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|shRNA library screening|Deep quantitative phosphoproteome analysis|miRNA expression profiling|Deep phosphoproteome analysis|Virome analysis using proteomics|Transcriptome analysis by serial analysis of gene expression (SAGE)|N-glycan profiling"
"7750","RKO-AS45-1","CVCL_3786","RKO-AS-45-1; RKOAS451; RKO_AS45","Cancer cell line","NCIt; C4910; Colon carcinoma","","GSM206539|GSM274767|GSM274768",NA,"Transcriptome analysis by microarray"
"7751","RL","CVCL_1660","","Cancer cell line","NCIt; C8851; Diffuse large B-cell lymphoma|ORDO; Orphanet_544; Diffuse large B-cell lymphoma","","GSM115984|GSM179647|GSM887543|GSM888626|GSM1035303|GSM1105702|GSM1670381",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"7752","RL95-2","CVCL_0505","RL95_2; RL-95-2; RL-952; RL952; RL95","Cancer cell line","NCIt; C114656; Endometrial adenosquamous carcinoma","","GSM374977|GSM375436|GSM844677|GSM887542|GSM888625|GSM1670382|GSM3161728|GSM3161729",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Chromatin accessibility by ATAC-seq|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis"
"7753","RM-82","CVCL_9714","RM 82; RM82","Cancer cell line","NCIt; C4817; Ewing sarcoma|ORDO; Orphanet_319; Ewing sarcoma","","GSM510007",NA,"Array-based CGH|Transcriptome analysis by microarray"
"7754","RMG-I","CVCL_1662","RMGI; RMG1; RMG-1","Cancer cell line","NCIt; C40078; Ovarian clear cell adenocarcinoma|ORDO; Orphanet_398971; Clear cell adenocarcinoma of the ovary","","GSM416682|GSM659403|GSM827210|GSM887544|GSM888627|GSM1001429|GSM1001430|GSM1176283|GSM1340592|GSM1670383|GSM2475004",NA,"Genome sequenced|Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|shRNA library screening"
"7755","RMG-II","CVCL_2803","RMG2; RMG-2","Cancer cell line","NCIt; C40078; Ovarian clear cell adenocarcinoma|ORDO; Orphanet_398971; Clear cell adenocarcinoma of the ovary","","GSM1176284",NA,NA
"7756","RMS","CVCL_W527","","Cancer cell line","NCIt; C8971; Embryonal rhabdomyosarcoma|ORDO; Orphanet_99757; Embryonal rhabdomyosarcoma","","GSM219593|GSM1012753",NA,"Transcriptome analysis by microarray|SNP array analysis|Cell surface proteome"
"7757","RMS-YM","CVCL_A792","RMSYM","Cancer cell line","NCIt; C8971; Embryonal rhabdomyosarcoma|ORDO; Orphanet_99757; Embryonal rhabdomyosarcoma","","GSM219743",NA,"Transcriptome analysis by microarray"
"7758","RMUG-L","CVCL_3157","RMUGL","Cancer cell line","NCIt; C7359; Endometrial adenocarcinoma","","GSM1001421|GSM1001422",NA,NA
"7759","RMUG-S","CVCL_3158","RMUGS","Cancer cell line","NCIt; C4026; Ovarian mucinous cystadenocarcinoma|ORDO; Orphanet_398961; Mucinous adenocarcinoma of ovary","","GSM659404|GSM887545|GSM888628",NA,"Genome sequenced|Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|shRNA library screening"
"7760","ROS-50","CVCL_1887","Ros-50; ROS.50; ROS 50; Ros 50; ROS50; Ros50; Rotterdam Suspension cell line no. 50","Cancer cell line","NCIt; C9143; Adult B acute lymphoblastic leukemia","","GSM119485|GSM1035323|GSM1670385",NA,"Array-based CGH|Transcriptome analysis by microarray|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"7761","RPK-1","CVCL_0B31","RPK1","Cancer cell line","NCIt; C9120; Pancreatic ductal adenocarcinoma","","GSM862565|GSM862567",NA,"Transcriptome analysis by microarray"
"7762","RPK-59","CVCL_0B32","RPK59","Cancer cell line","NCIt; C207229; Pancreatic carcinoma","","GSM862573|GSM862575",NA,"Transcriptome analysis by microarray"
"7763","RPK-9","CVCL_0B33","RPK9","Cancer cell line","NCIt; C9120; Pancreatic ductal adenocarcinoma","","GSM862569|GSM862571",NA,"Transcriptome analysis by microarray"
"7764","RPMI-1788","CVCL_2710","RPMI 1788; RPMI1788; Roswell Park Memorial Institute 1788; GM02131; GM2131; GM02131A; GM17219","Transformed cell line","","","GSM569533|GSM596283|GSM596643|GSM924821",NA,"DNA methylation analysis"
"7765","RPMI-2650","CVCL_1664","RPMI 2650; RPMI2650; R.P.M.I. #2650; Roswell Park Memorial Institute 2650","Cancer cell line","NCIt; C34447; Head and neck squamous cell carcinoma|NCIt; C45716; NUT carcinoma|ORDO; Orphanet_443167; NUT midline carcinoma","","GSM960607|GSM960608|GSM960609|GSM960610|GSM960611|GSM960612|GSM960613|GSM1374853|GSM1374854|GSM1670386",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis"
